1526,543935,74,25,0.00,201801,2
2004,544386,42,2,0.00,201801,1
2191,554987,70,17,1.00,201801,2
2230,544407,54,22,0.00,201801,2
2191,554987,75,23,0.00,201801,2
1302,543331,84,22,0.00,201801,2
1440,544289,60,26,0.00,201801,2
4026,555329,45,3,0.00,201801,1
2254,543930,40,1,511214.99,201801,1
4047,544447,46,2,0.00,201801,1
